time,soil_moisture_10cm,soil_temperature_10cm,soil_moisture_20cm,soil_temperature_20cm,precipitation
2026-02-20 08:00:00,0.353,7.6,0.304,6.5,0
2026-02-20 09:00:00,0.352,7.1,0.305,6,0
2026-02-20 10:00:00,0.352,6.6,0.305,5.6,0
2026-02-20 11:00:00,0.351,6.1,0.306,5,0
2026-02-20 12:00:00,0.351,5.5,0.306,4.6,0
2026-02-20 13:00:00,0.351,5.1,0.307,4.2,0
2026-02-20 14:00:00,0.351,4.7,0.307,3.9,0
2026-02-20 15:00:00,0.351,4.4,0.307,3.6,0
2026-02-20 16:00:00,0.351,4.1,0.308,3.3,0
2026-02-20 17:00:00,0.351,3.9,0.308,3.1,0
2026-02-20 18:00:00,0.351,3.7,0.308,2.8,0
2026-02-20 19:00:00,0.351,3.5,0.308,2.6,0
2026-02-20 20:00:00,0.351,3.3,0.308,2.5,0
2026-02-20 21:00:00,0.351,3.1,0.308,2.3,0
2026-02-20 22:00:00,0.35,2.9,0.308,2.2,0
2026-02-20 23:00:00,0.35,2.8,0.308,2,0
2026-02-21 00:00:00,0.35,2.7,0.308,2,0
2026-02-21 01:00:00,0.35,2.6,0.307,2.2,0
2026-02-21 02:00:00,0.35,3.1,0.306,3.3,0
2026-02-21 03:00:00,0.348,4.3,0.305,4.6,0
2026-02-21 04:00:00,0.347,5.7,0.304,5.9,0
2026-02-21 05:00:00,0.346,7.1,0.303,6.9,0
2026-02-21 06:00:00,0.345,8.5,0.302,7.7,0
2026-02-21 07:00:00,0.345,9.4,0.302,8.2,0
2026-02-21 08:00:00,0.344,9.9,0.302,8.3,0
2026-02-21 09:00:00,0.344,9.7,0.302,8.1,0
2026-02-21 10:00:00,0.345,9.2,0.302,7.7,0
2026-02-21 11:00:00,0.345,8.7,0.303,7.4,0
2026-02-21 12:00:00,0.345,8.1,0.303,7,0
2026-02-21 13:00:00,0.346,7.6,0.303,6.6,0
2026-02-21 14:00:00,0.346,7.1,0.304,6.2,0
2026-02-21 15:00:00,0.346,6.7,0.304,5.9,0
2026-02-21 16:00:00,0.347,6.3,0.304,5.6,0
2026-02-21 17:00:00,0.347,6,0.304,5.3,0
2026-02-21 18:00:00,0.347,5.8,0.305,5.1,0
2026-02-21 19:00:00,0.347,5.5,0.305,4.9,0
2026-02-21 20:00:00,0.347,5.4,0.305,4.9,0
2026-02-21 21:00:00,0.347,5.4,0.304,5,0
2026-02-21 22:00:00,0.347,5.4,0.304,5.1,0
2026-02-21 23:00:00,0.347,5.5,0.304,5.2,0
2026-02-22 00:00:00,0.347,5.7,0.303,5.7,0
2026-02-22 01:00:00,0.346,6.2,0.303,6.4,0
2026-02-22 02:00:00,0.346,6.7,0.302,7,0
2026-02-22 03:00:00,0.346,7,0.302,7.3,0
2026-02-22 04:00:00,0.345,7.4,0.302,7.7,0
