time,tree_SM,tree_temperature,soil_moisture_10cm,soil_temperature_10cm,precipitation
2026-02-20 07:00:00,0.37,10.6,0.324,5.9,0
2026-02-20 08:00:00,0.374,9.1,0.325,5.5,0
2026-02-20 09:00:00,0.377,8,0.326,5.6,0
2026-02-20 10:00:00,0.378,7.2,0.326,5.6,0
2026-02-20 11:00:00,0.379,6.5,0.326,5.6,0
2026-02-20 12:00:00,0.38,5.9,0.326,5.5,0
2026-02-20 13:00:00,0.38,5.5,0.326,5.5,0
2026-02-20 14:00:00,0.38,5.2,0.327,5.4,0
2026-02-20 15:00:00,0.381,4.6,0.327,5.4,0
2026-02-20 16:00:00,0.381,4.1,0.327,5.3,0
2026-02-20 17:00:00,0.381,4,0.327,5.3,0
2026-02-20 18:00:00,0.382,3.7,0.327,5.2,0
2026-02-20 19:00:00,0.382,3.2,0.327,5.2,0
2026-02-20 20:00:00,0.382,2.8,0.327,5.1,0
2026-02-20 21:00:00,0.382,2.6,0.327,5,0
2026-02-20 22:00:00,0.382,2.2,0.327,5,0
2026-02-20 23:00:00,0.382,2.7,0.327,4.9,0
2026-02-21 00:00:00,0.382,3.9,0.327,4.9,0
2026-02-21 01:00:00,0.382,6.6,0.327,4.9,0
2026-02-21 02:00:00,0.382,9.4,0.327,5,0
2026-02-21 03:00:00,0.383,10.8,0.327,5.3,0
2026-02-21 04:00:00,0.383,12,0.327,5.5,0
2026-02-21 05:00:00,0.384,12.8,0.327,5.7,0
2026-02-21 06:00:00,0.384,13,0.327,6,0
2026-02-21 07:00:00,0.384,12.8,0.327,6.2,0
2026-02-21 08:00:00,0.384,12.1,0.327,6.4,0
2026-02-21 09:00:00,0.384,11.1,0.327,6.5,0
2026-02-21 10:00:00,0.383,10.3,0.326,6.5,0
2026-02-21 11:00:00,0.383,9.3,0.326,6.6,0
2026-02-21 12:00:00,0.383,8.7,0.327,6.5,0
2026-02-21 13:00:00,0.383,8.3,0.326,6.5,0
2026-02-21 14:00:00,0.383,8.1,0.326,6.4,0
2026-02-21 15:00:00,0.383,8,0.326,6.4,0
2026-02-21 16:00:00,0.383,7.9,0.326,6.3,0
2026-02-21 17:00:00,0.383,8.3,0.326,6.3,0
2026-02-21 18:00:00,0.382,8.7,0.326,6.3,0
2026-02-21 19:00:00,0.382,9.4,0.326,6.3,0
2026-02-21 20:00:00,0.382,9.9,0.326,6.4,0
2026-02-21 21:00:00,0.382,10.2,0.326,6.4,0
2026-02-21 22:00:00,0.382,10.4,0.326,6.5,0
2026-02-21 23:00:00,0.382,11.1,0.326,6.7,0
2026-02-22 00:00:00,0.382,11.9,0.326,6.8,0
2026-02-22 01:00:00,0.382,12.4,0.326,7,0
2026-02-22 02:00:00,0.382,12.1,0.326,7.2,0
2026-02-22 03:00:00,0.382,12,0.326,7.3,0
2026-02-22 04:00:00,0.382,12.2,0.326,7.5,0
2026-02-22 05:00:00,0.382,11.7,0.326,7.6,0
2026-02-22 06:00:00,0.382,11,0.326,7.7,0
2026-02-22 07:00:00,0.382,10.1,0.326,7.7,0
2026-02-22 08:00:00,0.383,8.6,0.326,7.6,0
2026-02-22 09:00:00,0.382,7.1,0.326,7.5,0
2026-02-22 10:00:00,0.382,5.9,0.326,7.3,0
2026-02-22 11:00:00,0.382,5,0.326,7.1,0
2026-02-22 12:00:00,0.382,4.4,0.326,6.9,0
2026-02-22 13:00:00,0.383,4,0.326,6.7,0
2026-02-22 14:00:00,0.383,3.7,0.326,6.5,0
2026-02-22 15:00:00,0.383,3.3,0.326,6.3,0
2026-02-22 16:00:00,0.383,3.1,0.326,6.2,0
2026-02-22 17:00:00,0.383,3.1,0.326,6,0
2026-02-22 18:00:00,0.383,2.6,0.326,5.9,0
2026-02-22 19:00:00,0.383,2.2,0.326,5.8,0
2026-02-22 20:00:00,0.384,1.7,0.326,5.7,0
2026-02-22 21:00:00,0.384,1.3,0.326,5.5,0
2026-02-22 22:00:00,0.384,1,0.326,5.4,0
2026-02-22 23:00:00,0.384,1.5,0.327,5.3,0
2026-02-23 00:00:00,0.384,2.3,0.327,5.2,0
2026-02-23 01:00:00,0.384,3.8,0.327,5.2,0
2026-02-23 02:00:00,0.384,5.5,0.327,5.2,0
2026-02-23 03:00:00,0.384,7.1,0.327,5.2,0
2026-02-23 04:00:00,0.384,8.5,0.327,5.3,0
2026-02-23 05:00:00,0.384,8.4,0.326,5.4,0
2026-02-23 06:00:00,0.384,8.9,0.326,5.5,0
2026-02-23 07:00:00,0.384,8.5,0.326,5.6,0
2026-02-23 08:00:00,0.384,7.5,0.326,5.7,0
2026-02-23 09:00:00,0.384,5.9,0.326,5.7,0
2026-02-23 10:00:00,0.384,4.7,0.326,5.6,0
2026-02-23 11:00:00,0.384,4.1,0.326,5.5,0
2026-02-23 12:00:00,0.384,3.5,0.326,5.5,0
2026-02-23 13:00:00,0.384,2.9,0.326,5.4,0
2026-02-23 14:00:00,0.384,3.1,0.326,5.3,0
2026-02-23 15:00:00,0.384,2.9,0.326,5.2,0
2026-02-23 16:00:00,0.384,2.7,0.326,5.2,0
2026-02-23 17:00:00,0.384,2.9,0.326,5.1,0
2026-02-23 18:00:00,0.384,3,0.326,5.1,0
2026-02-23 19:00:00,0.384,3.1,0.327,5,0
2026-02-23 20:00:00,0.384,3.3,0.327,5,0
2026-02-23 21:00:00,0.384,3.7,0.326,5,0
2026-02-23 22:00:00,0.384,3.8,0.326,5,0
2026-02-23 23:00:00,0.384,3.7,0.326,5,0
2026-02-24 00:00:00,0.384,4,0.326,5,0
2026-02-24 01:00:00,0.384,3,0.327,5,1
2026-02-24 02:00:00,0.387,2.6,0.327,4.9,2.5
2026-02-24 03:00:00,0.393,2.6,0.329,4.9,3.5
2026-02-24 04:00:00,0.398,2.8,0.336,4.8,3
2026-02-24 05:00:00,0.398,3,0.356,4.8,0
2026-02-24 06:00:00,0.398,3.2,0.368,4.8,0
2026-02-24 07:00:00,0.399,3.3,0.371,4.9,0
2026-02-24 08:00:00,0.399,3.5,0.372,5,0
2026-02-24 09:00:00,0.399,3.4,0.372,5,0
2026-02-24 10:00:00,0.399,3.3,0.371,5,0
2026-02-24 11:00:00,0.399,3.2,0.369,5,0
2026-02-24 12:00:00,0.398,2.6,0.368,5.1,0
2026-02-24 13:00:00,0.398,2,0.367,5,0
2026-02-24 14:00:00,0.397,1.6,0.366,5,0
2026-02-24 15:00:00,0.396,1.5,0.364,4.9,0
2026-02-24 16:00:00,0.396,1.2,0.363,4.8,0
2026-02-24 17:00:00,0.395,1,0.363,4.8,0
2026-02-24 18:00:00,0.394,0.7,0.362,4.7,0
2026-02-24 19:00:00,0.393,0.5,0.361,4.6,0
2026-02-24 20:00:00,0.393,0.6,0.36,4.6,0
2026-02-24 21:00:00,0.394,0.6,0.36,4.5,0
2026-02-24 22:00:00,0.394,0.5,0.359,4.5,0
2026-02-24 23:00:00,0.394,0.7,0.359,4.5,0
2026-02-25 00:00:00,0.394,1.3,0.358,4.5,0
2026-02-25 01:00:00,0.394,2.5,0.358,4.5,0
2026-02-25 02:00:00,0.396,3.8,0.357,4.6,0
2026-02-25 03:00:00,0.397,5,0.357,4.8,0
2026-02-25 04:00:00,0.397,6.8,0.356,5,0
2026-02-25 05:00:00,0.396,7.6,0.356,5.2,0
2026-02-25 06:00:00,0.394,8.6,0.355,5.4,0
2026-02-25 07:00:00,0.392,8.2,0.354,5.7,0
2026-02-25 08:00:00,0.391,7.7,0.354,5.9,0
2026-02-25 09:00:00,0.39,6.7,0.354,6,0
2026-02-25 10:00:00,0.389,5.8,0.353,6,0
2026-02-25 11:00:00,0.388,5.4,0.353,6,0
2026-02-25 12:00:00,0.387,4.9,0.353,5.9,0
2026-02-25 13:00:00,0.387,4.3,0.353,5.8,0
2026-02-25 14:00:00,0.387,4,0.352,5.8,0
2026-02-25 15:00:00,0.386,3.8,0.352,5.7,0
2026-02-25 16:00:00,0.386,3.7,0.352,5.6,0
2026-02-25 17:00:00,0.386,2.8,0.352,5.5,0
2026-02-25 18:00:00,0.386,2.3,0.352,5.4,0
2026-02-25 19:00:00,0.386,2.3,0.351,5.3,0
2026-02-25 20:00:00,0.386,2.4,0.351,5.3,0
2026-02-25 21:00:00,0.386,2.2,0.351,5.2,0
2026-02-25 22:00:00,0.386,2.1,0.351,5.1,0
2026-02-25 23:00:00,0.385,2.4,0.351,5.1,0
2026-02-26 00:00:00,0.386,3.3,0.351,5,0
2026-02-26 01:00:00,0.386,4.9,0.351,5,0
2026-02-26 02:00:00,0.386,6.7,0.35,5.1,0
2026-02-26 03:00:00,0.386,8,0.35,5.3,0
2026-02-26 04:00:00,0.386,8.9,0.35,5.6,0
2026-02-26 05:00:00,0.386,9.5,0.349,5.8,0
2026-02-26 06:00:00,0.386,9.4,0.349,6.1,0
2026-02-26 07:00:00,0.386,9.1,0.349,6.3,0
2026-02-26 08:00:00,0.386,9,0.349,6.4,0
2026-02-26 09:00:00,0.386,8.5,0.349,6.5,0
2026-02-26 10:00:00,0.386,8.2,0.348,6.6,0
2026-02-26 11:00:00,0.386,7.9,0.348,6.6,0
2026-02-26 12:00:00,0.385,7.6,0.348,6.6,0
2026-02-26 13:00:00,0.385,7.7,0.348,6.6,0
2026-02-26 14:00:00,0.385,7.7,0.348,6.6,0
2026-02-26 15:00:00,0.385,7.7,0.348,6.6,0
2026-02-26 16:00:00,0.385,7.1,0.348,6.6,1
2026-02-26 17:00:00,0.387,6.7,0.348,6.6,1
2026-02-26 18:00:00,0.388,6.6,0.349,6.6,1
2026-02-26 19:00:00,0.391,6.6,0.35,6.6,1
2026-02-26 20:00:00,0.396,6.6,0.352,6.6,0
2026-02-26 21:00:00,0.397,6.7,0.353,6.6,0
2026-02-26 22:00:00,0.396,6.7,0.353,6.6,0
2026-02-26 23:00:00,0.396,6.9,0.353,6.6,0
2026-02-27 00:00:00,0.396,7.3,0.353,6.6,0
2026-02-27 01:00:00,0.396,8.1,0.352,6.6,0
2026-02-27 02:00:00,0.395,8.7,0.352,6.8,0
2026-02-27 03:00:00,0.393,9.3,0.352,6.9,0
2026-02-27 04:00:00,0.391,9,0.351,7.1,0
2026-02-27 05:00:00,0.389,8.7,0.351,7.3,0
2026-02-27 06:00:00,0.387,8.7,0.351,7.4,0
2026-02-27 07:00:00,0.387,9.5,0.351,7.4,0
2026-02-27 08:00:00,0.386,9.4,0.351,7.5,0
2026-02-27 09:00:00,0.386,8.7,0.35,7.6,0
2026-02-27 10:00:00,0.386,7.8,0.35,7.6,0
2026-02-27 11:00:00,0.385,7.1,0.35,7.5,0
2026-02-27 12:00:00,0.385,6.5,0.35,7.4,0
2026-02-27 13:00:00,0.385,5.9,0.35,7.3,0
2026-02-27 14:00:00,0.385,5.6,0.35,7.2,0
2026-02-27 15:00:00,0.385,5.4,0.35,7.1,0
2026-02-27 16:00:00,0.385,4.7,0.35,7,0
2026-02-27 17:00:00,0.385,4.3,0.349,6.8,0
2026-02-27 18:00:00,0.385,4.1,0.349,6.7,0
2026-02-27 19:00:00,0.385,3.7,0.349,6.6,0
2026-02-27 20:00:00,0.385,3.3,0.349,6.5,0
2026-02-27 21:00:00,0.385,3,0.349,6.4,0
2026-02-27 22:00:00,0.385,2.6,0.349,6.3,0
2026-02-27 23:00:00,0.385,2.5,0.349,6.2,0
2026-02-28 00:00:00,0.385,3.7,0.349,6.1,0
2026-02-28 01:00:00,0.385,5.6,0.349,6.1,0
2026-02-28 02:00:00,0.385,7.5,0.348,6.1,0
2026-02-28 03:00:00,0.385,8.7,0.348,6.2,0
2026-02-28 04:00:00,0.386,9.8,0.348,6.4,0
2026-02-28 05:00:00,0.386,10.7,0.348,6.6,0
2026-02-28 06:00:00,0.386,11,0.348,6.7,0
2026-02-28 07:00:00,0.386,10.9,0.347,6.9,0
2026-02-28 08:00:00,0.386,10,0.347,7.1,0
2026-02-28 09:00:00,0.386,8.9,0.347,7.2,0
2026-02-28 10:00:00,0.385,8.2,0.347,7.2,0
