time,soil_moisture_10cm,soil_temperature_10cm,precipitation
2026-02-23 06:00:00,0.254,7.1,0
2026-02-23 07:00:00,0.254,6.8,0
2026-02-23 08:00:00,0.254,6.8,0
2026-02-23 09:00:00,0.253,6.7,0
2026-02-23 10:00:00,0.253,6.6,0
2026-02-23 11:00:00,0.253,6.4,0
2026-02-23 12:00:00,0.253,6.2,0
2026-02-23 13:00:00,0.253,6,0
2026-02-23 14:00:00,0.253,5.8,0
2026-02-23 15:00:00,0.253,5.6,0
2026-02-23 16:00:00,0.254,5.4,0
2026-02-23 17:00:00,0.254,5.3,0
2026-02-23 18:00:00,0.254,5.2,0
2026-02-23 19:00:00,0.254,5.1,0
2026-02-23 20:00:00,0.254,5,0
2026-02-23 21:00:00,0.254,4.9,0
2026-02-23 22:00:00,0.254,4.9,0
2026-02-23 23:00:00,0.254,4.9,0
2026-02-24 00:00:00,0.253,4.9,0
2026-02-24 01:00:00,0.253,4.9,1
2026-02-24 02:00:00,0.254,4.9,2.5
2026-02-24 03:00:00,0.254,4.8,3.5
2026-02-24 04:00:00,0.263,4.8,3
2026-02-24 05:00:00,0.325,4.7,0
2026-02-24 06:00:00,0.347,4.8,0
2026-02-24 07:00:00,0.354,4.9,0
2026-02-24 08:00:00,0.357,4.9,0
2026-02-24 09:00:00,0.357,5,0
2026-02-24 10:00:00,0.356,5,0
2026-02-24 11:00:00,0.355,5.1,0
2026-02-24 12:00:00,0.354,5.1,0
2026-02-24 13:00:00,0.353,5.1,0
2026-02-24 14:00:00,0.353,5,0
2026-02-24 15:00:00,0.352,4.9,0
2026-02-24 16:00:00,0.352,4.8,0
2026-02-24 17:00:00,0.351,4.7,0
2026-02-24 18:00:00,0.351,4.6,0
2026-02-24 19:00:00,0.351,4.5,0
2026-02-24 20:00:00,0.351,4.4,0
2026-02-24 21:00:00,0.35,4.4,0
2026-02-24 22:00:00,0.35,4.3,0
2026-02-24 23:00:00,0.35,4.3,0
2026-02-25 00:00:00,0.349,4.3,0
2026-02-25 01:00:00,0.349,4.3,0
2026-02-25 02:00:00,0.349,4.5,0
2026-02-25 03:00:00,0.348,4.8,0
2026-02-25 04:00:00,0.347,5.3,0
2026-02-25 05:00:00,0.346,5.9,0
2026-02-25 06:00:00,0.346,6.3,0
2026-02-25 07:00:00,0.346,6.7,0
2026-02-25 08:00:00,0.346,6.9,0
2026-02-25 09:00:00,0.346,7,0
2026-02-25 10:00:00,0.345,7,0
2026-02-25 11:00:00,0.345,6.8,0
2026-02-25 12:00:00,0.346,6.7,0
2026-02-25 13:00:00,0.346,6.5,0
2026-02-25 14:00:00,0.346,6.3,0
