time,tree_SM,tree_temperature,soil_moisture_10cm,soil_temperature_10cm,precipitation
2025-10-18 08:00:00,0.264,19.4,0.328,20.4,0
2025-10-18 09:00:00,0.267,18,0.327,20.2,0
2025-10-18 10:00:00,0.269,16.9,0.327,20.1,0
2025-10-18 11:00:00,0.27,16.4,0.327,19.9,0
2025-10-18 12:00:00,0.27,16.2,0.327,19.8,0
2025-10-18 13:00:00,0.271,16.1,0.327,19.6,0
2025-10-18 14:00:00,0.271,16.1,0.327,19.5,0
2025-10-18 15:00:00,0.272,15.9,0.327,19.4,0
2025-10-18 16:00:00,0.272,15.8,0.327,19.3,0
2025-10-18 17:00:00,0.272,15.6,0.327,19.2,0
2025-10-18 18:00:00,0.272,15.4,0.327,19.1,0
2025-10-18 19:00:00,0.273,15.4,0.327,19,0
2025-10-18 20:00:00,0.273,15.5,0.327,18.9,0
2025-10-18 21:00:00,0.273,15.5,0.327,18.9,0
2025-10-18 22:00:00,0.273,15.6,0.327,18.8,0
2025-10-18 23:00:00,0.273,16.2,0.327,18.8,0
2025-10-19 00:00:00,0.273,16.9,0.327,18.9,0
2025-10-19 01:00:00,0.273,17.7,0.327,19,0
2025-10-19 02:00:00,0.272,18.7,0.327,19.2,0
2025-10-19 03:00:00,0.272,19.5,0.326,19.4,0
2025-10-19 04:00:00,0.272,19.8,0.326,19.6,0
2025-10-19 05:00:00,0.272,19.6,0.326,19.7,0
2025-10-19 06:00:00,0.272,19.1,0.326,19.8,0
2025-10-19 07:00:00,0.272,18.5,0.326,19.7,0
2025-10-19 08:00:00,0.273,17.8,0.325,19.6,0
2025-10-19 09:00:00,0.272,17.2,0.326,19.5,0
2025-10-19 10:00:00,0.273,16.7,0.325,19.4,0
2025-10-19 11:00:00,0.273,16.1,0.325,19.2,0
2025-10-19 12:00:00,0.273,15.5,0.326,19.1,0
2025-10-19 13:00:00,0.273,14.9,0.326,18.9,0
2025-10-19 14:00:00,0.273,14.3,0.326,18.7,0
2025-10-19 15:00:00,0.272,14.2,0.326,18.5,0
2025-10-19 16:00:00,0.272,13.8,0.326,18.4,0
2025-10-19 17:00:00,0.272,13.2,0.326,18.2,0
2025-10-19 18:00:00,0.273,12.6,0.326,18,0
2025-10-19 19:00:00,0.273,11.9,0.326,17.8,0
2025-10-19 20:00:00,0.273,11.3,0.326,17.6,0
2025-10-19 21:00:00,0.273,10.5,0.326,17.3,0
2025-10-19 22:00:00,0.273,9.8,0.326,17.1,0
2025-10-19 23:00:00,0.273,10,0.326,16.9,0
2025-10-20 00:00:00,0.272,10.8,0.326,16.7,0
2025-10-20 01:00:00,0.271,12,0.326,16.6,0
2025-10-20 02:00:00,0.271,13.4,0.326,16.7,0
2025-10-20 03:00:00,0.271,14.5,0.326,16.7,0
2025-10-20 04:00:00,0.27,15.9,0.326,16.9,0
2025-10-20 05:00:00,0.27,16.2,0.325,17.1,0
2025-10-20 06:00:00,0.27,16.4,0.325,17.2,0
2025-10-20 07:00:00,0.27,16.7,0.325,17.3,0
2025-10-20 08:00:00,0.27,15.8,0.325,17.4,0
2025-10-20 09:00:00,0.271,14.1,0.324,17.3,0
2025-10-20 10:00:00,0.271,13.3,0.324,17.2,0
2025-10-20 11:00:00,0.271,13,0.324,17,0
2025-10-20 12:00:00,0.271,12.4,0.324,16.9,0
2025-10-20 13:00:00,0.271,12.5,0.325,16.7,0
2025-10-20 14:00:00,0.271,12.3,0.325,16.7,0
2025-10-20 15:00:00,0.271,11.9,0.325,16.6,0
2025-10-20 16:00:00,0.271,11.7,0.325,16.5,0
2025-10-20 17:00:00,0.271,11.5,0.325,16.4,0
2025-10-20 18:00:00,0.271,11.4,0.325,16.3,0
2025-10-20 19:00:00,0.271,11.5,0.325,16.2,0
2025-10-20 20:00:00,0.271,11.6,0.325,16.1,0
2025-10-20 21:00:00,0.271,11.6,0.325,16.1,0
2025-10-20 22:00:00,0.271,11.5,0.325,16,0
2025-10-20 23:00:00,0.271,11.7,0.325,16,0
2025-10-21 00:00:00,0.27,12.3,0.324,16,0
2025-10-21 01:00:00,0.27,13.3,0.324,16.1,0
2025-10-21 02:00:00,0.27,14,0.324,16.2,0
2025-10-21 03:00:00,0.27,14.3,0.324,16.3,0
2025-10-21 04:00:00,0.27,14.8,0.324,16.4,0
2025-10-21 05:00:00,0.27,15.4,0.323,16.6,0
