time,soil_moisture_10cm,soil_temperature_10cm,soil_moisture_20cm,soil_temperature_20cm,precipitation
2026-02-26 03:00:00,0.452,9.7,0.298,9.3,0
2026-02-26 04:00:00,0.452,9.3,0.298,8.8,0
2026-02-26 05:00:00,0.452,9.5,0.298,9.3,0
2026-02-26 06:00:00,0.451,9.8,0.298,9.8,0
2026-02-26 07:00:00,0.449,10,0.298,10.2,0
2026-02-26 08:00:00,0.449,10.1,0.298,10.2,0
2026-02-26 09:00:00,0.448,10.1,0.298,10,0
2026-02-26 10:00:00,0.448,9.9,0.298,9.7,0
2026-02-26 11:00:00,0.448,9.8,0.299,9.5,0
2026-02-26 12:00:00,0.448,9.6,0.299,9.2,0
2026-02-26 13:00:00,0.448,9.4,0.299,9,0
2026-02-26 14:00:00,0.448,9.3,0.299,8.8,0
2026-02-26 15:00:00,0.448,9.2,0.299,8.6,0
2026-02-26 16:00:00,0.448,9,0.3,8.5,1
2026-02-26 17:00:00,0.448,8.9,0.3,8.3,1
2026-02-26 18:00:00,0.448,8.8,0.3,8.2,1
2026-02-26 19:00:00,0.448,8.7,0.299,8.1,1
2026-02-26 20:00:00,0.448,8.6,0.301,7.9,0
2026-02-26 21:00:00,0.448,8.5,0.305,7.9,0
2026-02-26 22:00:00,0.448,8.4,0.307,7.8,0
2026-02-26 23:00:00,0.448,8.4,0.309,7.7,0
2026-02-27 00:00:00,0.448,8.3,0.311,7.7,0
2026-02-27 01:00:00,0.448,8.3,0.311,7.9,0
2026-02-27 02:00:00,0.448,8.5,0.311,8.3,0
2026-02-27 03:00:00,0.447,8.8,0.311,8.9,0
2026-02-27 04:00:00,0.447,9.2,0.311,9.5,0
2026-02-27 05:00:00,0.446,9.5,0.311,10,0
2026-02-27 06:00:00,0.446,9.7,0.311,10.2,0
2026-02-27 07:00:00,0.445,9.9,0.31,10.3,0
2026-02-27 08:00:00,0.445,10,0.31,10.5,0
2026-02-27 09:00:00,0.444,10.1,0.31,10.5,0
2026-02-27 10:00:00,0.445,10.1,0.31,10.2,0
2026-02-27 11:00:00,0.445,9.9,0.31,9.7,0
2026-02-27 12:00:00,0.445,9.6,0.311,9.2,0
2026-02-27 13:00:00,0.445,9.3,0.311,8.7,0
2026-02-27 14:00:00,0.446,9,0.311,8.2,0
2026-02-27 15:00:00,0.446,8.7,0.311,7.7,0
2026-02-27 16:00:00,0.446,8.4,0.312,7.3,0
2026-02-27 17:00:00,0.447,8,0.312,6.8,0
2026-02-27 18:00:00,0.447,7.7,0.312,6.4,0
2026-02-27 19:00:00,0.447,7.4,0.312,6.1,0
2026-02-27 20:00:00,0.448,7.1,0.313,5.7,0
2026-02-27 21:00:00,0.448,6.9,0.313,5.4,0
2026-02-27 22:00:00,0.448,6.7,0.313,5.2,0
2026-02-27 23:00:00,0.449,6.4,0.313,4.9,0
2026-02-28 00:00:00,0.449,6.3,0.313,4.9,0
2026-02-28 01:00:00,0.449,6.3,0.313,5.4,0
2026-02-28 02:00:00,0.448,6.8,0.312,6.7,0
2026-02-28 03:00:00,0.447,7.6,0.311,8.4,0
2026-02-28 04:00:00,0.446,8.6,0.309,10.1,0
2026-02-28 05:00:00,0.444,9.7,0.308,11.5,0
2026-02-28 06:00:00,0.443,10.6,0.308,12.3,0
2026-02-28 07:00:00,0.442,11.4,0.307,12.7,0
2026-02-28 08:00:00,0.441,11.9,0.307,12.7,0
2026-02-28 09:00:00,0.44,12,0.307,12.3,0
2026-02-28 10:00:00,0.441,11.8,0.307,11.8,0
2026-02-28 11:00:00,0.441,11.5,0.307,11.3,0
2026-02-28 12:00:00,0.441,11.2,0.308,10.8,0
2026-02-28 13:00:00,0.441,10.9,0.308,10.4,0
2026-02-28 14:00:00,0.442,10.6,0.308,9.9,0
2026-02-28 15:00:00,0.442,10.2,0.308,9.4,0
2026-02-28 16:00:00,0.443,9.8,0.309,8.9,0
2026-02-28 17:00:00,0.443,9.5,0.309,8.5,0
2026-02-28 18:00:00,0.444,9.1,0.309,8.1,0
2026-02-28 19:00:00,0.444,8.8,0.309,7.7,0
2026-02-28 20:00:00,0.444,8.5,0.309,7.4,0
2026-02-28 21:00:00,0.444,8.3,0.309,7.2,0
2026-02-28 22:00:00,0.445,8.1,0.31,6.9,0
2026-02-28 23:00:00,0.445,7.8,0.31,6.6,0
2026-03-01 00:00:00,0.445,7.6,0.31,6.6,0
2026-03-01 01:00:00,0.445,7.6,0.309,7,0
2026-03-01 02:00:00,0.445,8,0.309,8,0
2026-03-01 03:00:00,0.444,8.7,0.307,9.2,0
2026-03-01 04:00:00,0.442,9.4,0.307,10.2,0
2026-03-01 05:00:00,0.441,10.1,0.306,11.1,0
2026-03-01 06:00:00,0.44,10.8,0.305,11.8,0
2026-03-01 07:00:00,0.439,11.2,0.305,12,0
2026-03-01 08:00:00,0.439,11.4,0.305,12,0
2026-03-01 09:00:00,0.439,11.4,0.305,11.8,0
2026-03-01 10:00:00,0.439,11.3,0.305,11.5,0
2026-03-01 11:00:00,0.439,11.1,0.305,11.1,0
2026-03-01 12:00:00,0.439,10.9,0.305,10.8,0
2026-03-01 13:00:00,0.439,10.7,0.305,10.6,0
2026-03-01 14:00:00,0.439,10.6,0.305,10.4,0
2026-03-01 15:00:00,0.439,10.4,0.305,10.2,2
2026-03-01 16:00:00,0.439,10.3,0.305,10,1.5
2026-03-01 17:00:00,0.44,10.1,0.309,9.7,2
2026-03-01 18:00:00,0.44,10,0.327,9.4,1.5
2026-03-01 19:00:00,0.44,9.8,0.332,9.2,2
2026-03-01 20:00:00,0.44,9.6,0.333,9,2.5
2026-03-01 21:00:00,0.44,9.4,0.333,8.8,1.5
2026-03-01 22:00:00,0.44,9.3,0.332,8.7,2.5
2026-03-01 23:00:00,0.44,9.2,0.332,8.5,0.5
2026-03-02 00:00:00,0.44,9.2,0.33,8.5,1
2026-03-02 01:00:00,0.44,9.2,0.329,8.6,0.5
2026-03-02 02:00:00,0.439,9.2,0.328,8.8,0
2026-03-02 03:00:00,0.439,9.3,0.327,9,0.5
2026-03-02 04:00:00,0.439,9.5,0.326,9.2,0.5
2026-03-02 05:00:00,0.438,9.6,0.326,9.4,2.5
2026-03-02 06:00:00,0.438,9.7,0.336,9.6,4
2026-03-02 07:00:00,0.438,9.8,0.344,9.7,3
2026-03-02 08:00:00,0.438,9.8,0.34,9.7,3.5
2026-03-02 09:00:00,0.438,9.7,0.339,9.5,2.5
2026-03-02 10:00:00,0.438,9.7,0.337,9.4,3
2026-03-02 11:00:00,0.438,9.6,0.341,9.2,2.5
2026-03-02 12:00:00,0.438,9.5,0.338,9,1
2026-03-02 13:00:00,0.438,9.4,0.335,8.8,1
2026-03-02 14:00:00,0.438,9.3,0.334,8.7,0.5
2026-03-02 15:00:00,0.438,9.2,0.332,8.6,0
2026-03-02 16:00:00,0.438,9.2,0.33,8.5,0
2026-03-02 17:00:00,0.438,9.1,0.328,8.5,0
2026-03-02 18:00:00,0.438,9,0.327,8.4,0
2026-03-02 19:00:00,0.438,8.9,0.326,8.2,0
2026-03-02 20:00:00,0.438,8.9,0.325,8.2,0
2026-03-02 21:00:00,0.438,8.8,0.325,8.1,0
2026-03-02 22:00:00,0.438,8.8,0.324,8,0
2026-03-02 23:00:00,0.438,8.7,0.324,8,0
2026-03-03 00:00:00,0.438,8.7,0.323,8,0
2026-03-03 01:00:00,0.438,8.8,0.323,8.4,0
2026-03-03 02:00:00,0.438,9.3,0.322,9.4,0
2026-03-03 03:00:00,0.437,10,0.321,10.7,0
2026-03-03 04:00:00,0.435,10.7,0.32,11.7,0
2026-03-03 05:00:00,0.435,11.2,0.319,12.3,0
2026-03-03 06:00:00,0.434,11.6,0.318,12.7,0
2026-03-03 07:00:00,0.433,12.1,0.318,13,0
2026-03-03 08:00:00,0.433,12.3,0.317,13,0
2026-03-03 09:00:00,0.433,12.2,0.317,12.7,0
2026-03-03 10:00:00,0.433,12,0.317,12.1,0
2026-03-03 11:00:00,0.433,11.7,0.317,11.6,0
2026-03-03 12:00:00,0.434,11.3,0.317,11,0
2026-03-03 13:00:00,0.434,11,0.317,10.6,0
2026-03-03 14:00:00,0.434,10.7,0.317,10.2,0
2026-03-03 15:00:00,0.435,10.4,0.317,9.8,0
2026-03-03 16:00:00,0.435,10.1,0.317,9.3,0
2026-03-03 17:00:00,0.435,9.7,0.317,8.9,0
2026-03-03 18:00:00,0.436,9.4,0.317,8.4,0
2026-03-03 19:00:00,0.436,9.1,0.318,8,0
2026-03-03 20:00:00,0.437,8.8,0.318,7.5,0
2026-03-03 21:00:00,0.437,8.5,0.318,7.1,0
2026-03-03 22:00:00,0.437,8.2,0.318,6.8,0
2026-03-03 23:00:00,0.438,7.9,0.318,6.5,0
2026-03-04 00:00:00,0.438,7.7,0.318,6.5,0
2026-03-04 01:00:00,0.438,7.9,0.318,7,0
2026-03-04 02:00:00,0.437,8.4,0.317,8.2,0
2026-03-04 03:00:00,0.436,9.1,0.316,9.7,0
2026-03-04 04:00:00,0.435,10.1,0.315,11.2,0
2026-03-04 05:00:00,0.433,11,0.314,12.2,0
2026-03-04 06:00:00,0.432,11.8,0.313,12.8,0
2026-03-04 07:00:00,0.431,12.4,0.312,12.9,0
2026-03-04 08:00:00,0.431,12.7,0.312,12.8,0
2026-03-04 09:00:00,0.43,12.7,0.312,12.4,0
2026-03-04 10:00:00,0.431,12.4,0.312,11.9,0
2026-03-04 11:00:00,0.431,12,0.313,11.2,0
2026-03-04 12:00:00,0.432,11.5,0.313,10.6,0
2026-03-04 13:00:00,0.432,11.1,0.313,10,0
2026-03-04 14:00:00,0.432,10.6,0.313,9.5,0
2026-03-04 15:00:00,0.433,10.2,0.314,8.9,0
2026-03-04 16:00:00,0.433,9.9,0.314,8.5,0
2026-03-04 17:00:00,0.434,9.5,0.314,8,0
2026-03-04 18:00:00,0.434,9.2,0.314,7.6,0
2026-03-04 19:00:00,0.435,8.9,0.315,7.2,0
2026-03-04 20:00:00,0.435,8.6,0.315,6.9,0
2026-03-04 21:00:00,0.435,8.3,0.315,6.5,0
2026-03-04 22:00:00,0.436,8,0.315,6.2,0
2026-03-04 23:00:00,0.436,7.8,0.315,6,0
2026-03-05 00:00:00,0.436,7.7,0.315,6.1,0
2026-03-05 01:00:00,0.436,7.8,0.315,6.7,0
2026-03-05 02:00:00,0.435,8.3,0.314,7.9,0
2026-03-05 03:00:00,0.434,9,0.313,9.4,0
2026-03-05 04:00:00,0.433,9.9,0.312,10.6,0
2026-03-05 05:00:00,0.432,10.6,0.311,11.3,0
2026-03-05 06:00:00,0.431,10.9,0.311,11.5,0
2026-03-05 07:00:00,0.431,11.2,0.311,11.6,0
