time,soil_moisture_10cm,soil_temperature_10cm,soil_moisture_20cm,soil_temperature_20cm,precipitation
2026-03-11 08:30:00,0.306,7.8,,,0.0
2026-03-11 08:45:00,0.307,7.8,,,0.0
2026-03-11 09:00:00,0.307,7.7,,,0.0
2026-03-11 09:15:00,0.307,7.6,,,0.0
2026-03-11 09:30:00,0.307,7.6,,,0.0
2026-03-11 09:45:00,0.308,7.5,,,0.0
2026-03-11 10:00:00,0.308,7.5,,,0.0
2026-03-11 10:15:00,0.307,7.5,,,0.0
2026-03-11 10:30:00,0.308,7.4,,,0.0
2026-03-11 10:45:00,0.308,7.4,,,0.0
2026-03-11 11:00:00,0.308,7.3,,,0.0
2026-03-11 11:15:00,0.308,7.2,,,0.0
2026-03-11 11:30:00,0.308,7.2,,,0.0
2026-03-11 11:45:00,0.308,7.1,,,0.0
2026-03-11 12:00:00,0.308,7.0,,,0.0
2026-03-11 12:15:00,0.308,6.9,,,0.0
2026-03-11 12:30:00,0.308,6.9,,,0.0
2026-03-11 12:45:00,0.309,6.8,,,0.0
2026-03-11 13:00:00,0.308,6.7,,,0.0
2026-03-11 13:15:00,0.309,6.6,,,0.0
2026-03-11 13:30:00,0.309,6.5,,,0.0
2026-03-11 13:45:00,0.309,6.5,,,0.0
2026-03-11 14:00:00,0.309,6.4,,,0.0
2026-03-11 14:15:00,0.309,6.3,,,0.0
2026-03-11 14:30:00,0.309,6.3,,,0.0
2026-03-11 14:45:00,0.309,6.2,,,0.0
2026-03-11 15:00:00,0.309,6.1,,,0.0
2026-03-11 15:15:00,0.309,6.1,,,0.0
2026-03-11 15:30:00,0.309,6.0,,,0.0
2026-03-11 15:45:00,0.309,5.9,,,0.0
2026-03-11 16:00:00,0.309,5.9,,,0.0
2026-03-11 16:15:00,0.309,5.8,,,0.0
2026-03-11 16:30:00,0.309,5.8,,,0.0
2026-03-11 16:45:00,0.309,5.7,,,0.0
2026-03-11 17:00:00,0.31,5.7,,,0.0
2026-03-11 17:15:00,0.31,5.6,,,0.0
2026-03-11 17:30:00,0.31,5.6,,,0.0
2026-03-11 17:45:00,0.31,5.5,,,0.0
2026-03-11 18:00:00,0.31,5.5,,,0.0
2026-03-11 18:15:00,0.31,5.4,,,0.0
2026-03-11 18:30:00,0.31,5.4,,,0.0
2026-03-11 18:45:00,0.31,5.3,,,0.0
2026-03-11 19:00:00,0.31,5.3,,,0.0
2026-03-11 19:15:00,0.31,5.3,,,0.0
2026-03-11 19:30:00,0.31,5.2,,,0.0
2026-03-11 19:45:00,0.31,5.2,,,0.0
2026-03-11 20:00:00,0.31,5.1,,,0.0
2026-03-11 20:15:00,0.31,5.1,,,0.0
2026-03-11 20:30:00,0.31,5.1,,,0.0
2026-03-11 20:45:00,0.31,5.0,,,0.0
2026-03-11 21:00:00,0.31,5.0,,,0.0
