time,soil_moisture_10cm,soil_temperature_10cm,soil_moisture_20cm,soil_temperature_20cm,precipitation
2026-03-11 08:15:00,0.331,9.2,0.191,10.5,0.0
2026-03-11 08:20:00,0.332,9.2,0.192,10.4,0.0
2026-03-11 08:25:00,0.332,9.2,0.193,10.3,0.0
2026-03-11 08:30:00,0.332,9.2,0.193,10.3,0.0
2026-03-11 08:35:00,0.332,9.2,0.193,10.2,0.0
2026-03-11 08:40:00,0.332,9.2,0.194,10.2,0.0
2026-03-11 08:45:00,0.332,9.1,0.194,10.2,0.0
2026-03-11 08:50:00,0.332,9.1,0.194,10.1,0.0
2026-03-11 08:55:00,0.332,9.1,0.194,10.1,0.0
2026-03-11 09:00:00,0.332,9.0,0.194,10.1,0.0
2026-03-11 09:05:00,0.332,9.0,0.204,10.0,0.0
2026-03-11 09:10:00,0.333,8.9,0.226,10.0,0.0
2026-03-11 09:15:00,0.332,8.9,0.228,9.9,0.0
2026-03-11 09:20:00,0.333,8.8,0.229,9.9,0.0
2026-03-11 09:25:00,0.332,8.8,0.229,9.8,0.0
2026-03-11 09:30:00,0.332,8.7,0.229,9.7,0.0
2026-03-11 09:35:00,0.333,8.6,0.229,9.7,0.0
2026-03-11 09:40:00,0.333,8.6,0.229,9.6,0.0
2026-03-11 09:45:00,0.332,8.5,0.229,9.6,0.0
2026-03-11 09:50:00,0.333,8.5,0.229,9.5,0.0
2026-03-11 09:55:00,0.333,8.4,0.229,9.4,0.0
2026-03-11 10:00:00,0.333,8.3,0.229,9.4,0.0
2026-03-11 10:05:00,0.333,8.3,0.23,9.3,0.0
2026-03-11 10:10:00,0.333,8.2,0.23,9.3,0.0
2026-03-11 10:15:00,0.333,8.1,0.23,9.2,0.0
2026-03-11 10:20:00,0.333,8.0,0.23,9.1,0.0
2026-03-11 10:25:00,0.333,8.0,0.23,9.1,0.0
2026-03-11 10:30:00,0.333,7.9,0.23,9.0,0.0
2026-03-11 10:35:00,0.333,7.8,0.23,8.9,0.0
2026-03-11 10:40:00,0.333,7.8,0.23,8.9,0.0
2026-03-11 10:45:00,0.333,7.7,0.23,8.8,0.0
2026-03-11 10:50:00,0.333,7.7,0.23,8.8,0.0
2026-03-11 10:55:00,0.333,7.6,0.23,8.7,0.0
2026-03-11 11:00:00,0.333,7.5,0.23,8.7,0.0
2026-03-11 11:05:00,0.333,7.5,0.23,8.6,0.0
2026-03-11 11:10:00,0.333,7.4,0.23,8.5,0.0
2026-03-11 11:15:00,0.334,7.3,0.23,8.5,0.0
2026-03-11 11:20:00,0.334,7.3,0.23,8.4,0.0
2026-03-11 11:25:00,0.333,7.2,0.23,8.4,0.0
2026-03-11 11:30:00,0.334,7.2,0.23,8.3,0.0
2026-03-11 11:35:00,0.333,7.1,0.23,8.3,0.0
2026-03-11 11:40:00,0.334,7.0,0.23,8.2,0.0
2026-03-11 11:45:00,0.334,7.0,0.23,8.2,0.0
2026-03-11 11:50:00,0.334,6.9,0.231,8.1,0.0
2026-03-11 11:55:00,0.334,6.9,0.23,8.1,0.0
2026-03-11 12:00:00,0.334,6.8,0.23,8.0,0.0
2026-03-11 12:05:00,0.334,6.8,0.231,7.9,0.0
2026-03-11 12:10:00,0.334,6.7,0.231,7.9,0.0
2026-03-11 12:15:00,0.334,6.7,0.231,7.8,0.0
2026-03-11 12:20:00,0.334,6.6,0.231,7.8,0.0
2026-03-11 12:25:00,0.334,6.6,0.231,7.7,0.0
2026-03-11 12:30:00,0.334,6.5,0.231,7.7,0.0
2026-03-11 12:35:00,0.334,6.5,0.231,7.7,0.0
2026-03-11 12:40:00,0.334,6.4,0.231,7.6,0.0
2026-03-11 12:45:00,0.334,6.4,0.231,7.5,0.0
2026-03-11 12:50:00,0.334,6.3,0.231,7.5,0.0
2026-03-11 12:55:00,0.334,6.3,0.231,7.5,0.0
2026-03-11 13:00:00,0.334,6.2,0.231,7.4,0.0
2026-03-11 13:05:00,0.334,6.2,0.231,7.4,0.0
2026-03-11 13:10:00,0.334,6.1,0.231,7.3,0.0
2026-03-11 13:15:00,0.334,6.1,0.231,7.3,0.0
2026-03-11 13:20:00,0.334,6.1,0.231,7.2,0.0
2026-03-11 13:25:00,0.334,6.0,0.231,7.2,0.0
2026-03-11 13:30:00,0.335,6.0,0.231,7.1,0.0
2026-03-11 13:35:00,0.335,5.9,0.231,7.1,0.0
2026-03-11 13:40:00,0.334,5.9,0.231,7.0,0.0
2026-03-11 13:45:00,0.334,5.9,0.231,7.0,0.0
2026-03-11 13:50:00,0.335,5.8,0.231,7.0,0.0
2026-03-11 13:55:00,0.335,5.8,0.231,6.9,0.0
2026-03-11 14:00:00,0.334,5.7,0.231,6.9,0.0
2026-03-11 14:05:00,0.335,5.7,0.231,6.8,0.0
2026-03-11 14:10:00,0.335,5.7,0.231,6.8,0.0
2026-03-11 14:15:00,0.335,5.6,0.231,6.8,0.0
2026-03-11 14:20:00,0.335,5.6,0.231,6.7,0.0
2026-03-11 14:25:00,0.335,5.6,0.231,6.7,0.0
2026-03-11 14:30:00,0.335,5.5,0.231,6.6,0.0
2026-03-11 14:35:00,0.335,5.5,0.231,6.6,0.0
2026-03-11 14:40:00,0.335,5.5,0.231,6.6,0.0
2026-03-11 14:45:00,0.335,5.4,0.231,6.5,0.0
2026-03-11 14:50:00,0.335,5.4,0.231,6.5,0.0
2026-03-11 14:55:00,0.335,5.4,0.231,6.4,0.0
2026-03-11 15:00:00,0.335,5.3,0.231,6.4,0.0
2026-03-11 15:05:00,0.335,5.3,0.231,6.4,0.0
2026-03-11 15:10:00,0.335,5.3,0.231,6.3,0.0
2026-03-11 15:15:00,0.335,5.3,0.231,6.3,0.0
2026-03-11 15:20:00,0.335,5.2,0.231,6.3,0.0
2026-03-11 15:25:00,0.335,5.2,0.231,6.2,0.0
2026-03-11 15:30:00,0.335,5.2,0.231,6.2,0.0
2026-03-11 15:35:00,0.335,5.2,0.231,6.2,0.0
2026-03-11 15:40:00,0.335,5.1,0.231,6.1,0.0
2026-03-11 15:45:00,0.335,5.1,0.231,6.1,0.0
2026-03-11 15:50:00,0.335,5.1,0.231,6.1,0.0
2026-03-11 15:55:00,0.335,5.1,0.231,6.0,0.0
2026-03-11 16:00:00,0.335,5.0,0.231,6.0,0.0
2026-03-11 16:05:00,0.335,5.0,0.231,6.0,0.0
2026-03-11 16:10:00,0.335,5.0,0.231,5.9,0.0
2026-03-11 16:15:00,0.335,5.0,0.231,5.9,0.0
2026-03-11 16:20:00,0.335,4.9,0.231,5.9,0.0
2026-03-11 16:25:00,0.335,4.9,0.231,5.8,0.0
2026-03-11 16:30:00,0.335,4.9,0.231,5.8,0.0
2026-03-11 16:35:00,0.335,4.9,0.231,5.8,0.0
2026-03-11 16:40:00,0.335,4.8,0.231,5.7,0.0
2026-03-11 16:45:00,0.335,4.8,0.231,5.7,0.0
2026-03-11 16:50:00,0.335,4.8,0.231,5.7,0.0
2026-03-11 16:55:00,0.336,4.8,0.231,5.7,0.0
2026-03-11 17:00:00,0.335,4.8,0.231,5.6,0.0
2026-03-11 17:05:00,0.335,4.7,0.231,5.6,0.0
2026-03-11 17:10:00,0.335,4.7,0.231,5.6,0.0
2026-03-11 17:15:00,0.335,4.7,0.231,5.6,0.0
2026-03-11 17:20:00,0.335,4.7,0.231,5.5,0.0
2026-03-11 17:25:00,0.336,4.6,0.231,5.5,0.0
2026-03-11 17:30:00,0.335,4.6,0.231,5.5,0.0
2026-03-11 17:35:00,0.335,4.6,0.231,5.4,0.0
2026-03-11 17:40:00,0.336,4.6,0.231,5.4,0.0
2026-03-11 17:45:00,0.335,4.6,0.231,5.4,0.0
2026-03-11 17:50:00,0.335,4.6,0.231,5.4,0.0
2026-03-11 17:55:00,0.335,4.5,0.231,5.3,0.0
2026-03-11 18:00:00,0.335,4.5,0.231,5.3,0.0
2026-03-11 18:05:00,0.336,4.5,0.231,5.3,0.0
2026-03-11 18:10:00,0.335,4.5,0.231,5.3,0.0
2026-03-11 18:15:00,0.335,4.5,0.231,5.2,0.0
2026-03-11 18:20:00,0.335,4.4,0.231,5.2,0.0
2026-03-11 18:25:00,0.336,4.4,0.231,5.2,0.0
2026-03-11 18:30:00,0.336,4.4,0.231,5.2,0.0
2026-03-11 18:35:00,0.336,4.4,0.231,5.2,0.0
2026-03-11 18:40:00,0.335,4.4,0.231,5.1,0.0
2026-03-11 18:45:00,0.336,4.4,0.231,5.1,0.0
2026-03-11 18:50:00,0.335,4.3,0.231,5.1,0.0
2026-03-11 18:55:00,0.336,4.3,0.231,5.1,0.0
2026-03-11 19:00:00,0.336,4.3,0.231,5.0,0.0
2026-03-11 19:05:00,0.336,4.3,0.231,5.0,0.0
2026-03-11 19:10:00,0.335,4.3,0.231,5.0,0.0
2026-03-11 19:15:00,0.335,4.3,0.231,5.0,0.0
2026-03-11 19:20:00,0.336,4.2,0.231,4.9,0.0
2026-03-11 19:25:00,0.336,4.2,0.231,4.9,0.0
2026-03-11 19:30:00,0.336,4.2,0.231,4.9,0.0
2026-03-11 19:35:00,0.336,4.2,0.231,4.9,0.0
2026-03-11 19:40:00,0.336,4.2,0.231,4.9,0.0
2026-03-11 19:45:00,0.336,4.2,0.231,4.8,0.0
2026-03-11 19:50:00,0.335,4.2,0.231,4.8,0.0
2026-03-11 19:55:00,0.336,4.1,0.231,4.8,0.0
2026-03-11 20:00:00,0.335,4.1,0.231,4.8,0.0
2026-03-11 20:05:00,0.335,4.1,0.231,4.7,0.0
2026-03-11 20:10:00,0.336,4.1,0.231,4.7,0.0
2026-03-11 20:15:00,0.336,4.1,0.231,4.7,0.0
2026-03-11 20:20:00,0.336,4.1,0.231,4.7,0.0
2026-03-11 20:25:00,0.336,4.1,0.231,4.7,0.0
2026-03-11 20:30:00,0.336,4.0,0.231,4.6,0.0
2026-03-11 20:35:00,0.335,4.0,0.231,4.6,0.0
2026-03-11 20:40:00,0.335,4.0,0.231,4.6,0.0
2026-03-11 20:45:00,0.335,4.0,0.231,4.6,0.0
2026-03-11 20:50:00,0.336,4.0,0.231,4.6,0.0
2026-03-11 20:55:00,0.336,4.0,0.231,4.5,0.0
2026-03-11 21:00:00,0.335,4.0,0.231,4.5,0.0
2026-03-11 21:05:00,0.336,4.0,0.231,4.5,0.0
2026-03-11 21:10:00,0.336,3.9,0.231,4.5,0.0
2026-03-11 21:15:00,0.335,3.9,0.231,4.5,0.0
2026-03-11 21:20:00,0.335,3.9,0.231,4.4,0.0
2026-03-11 21:25:00,0.335,3.9,0.231,4.4,0.0
2026-03-11 21:30:00,0.336,3.9,0.231,4.4,0.0
2026-03-11 21:35:00,0.335,3.9,0.231,4.4,0.0
2026-03-11 21:40:00,0.335,3.9,0.231,4.4,0.0
2026-03-11 21:45:00,0.335,3.9,0.231,4.3,0.0
2026-03-11 21:50:00,0.335,3.8,0.231,4.3,0.0
2026-03-11 21:55:00,0.335,3.8,0.231,4.3,0.0
2026-03-11 22:00:00,0.335,3.8,0.231,4.3,0.0
2026-03-11 22:05:00,0.335,3.8,0.231,4.3,0.0
2026-03-11 22:10:00,0.335,3.8,0.231,4.2,0.0
2026-03-11 22:15:00,0.335,3.8,0.231,4.2,0.0
2026-03-11 22:20:00,0.335,3.8,0.231,4.2,0.0
2026-03-11 22:25:00,0.335,3.8,0.231,4.2,0.0
2026-03-11 22:30:00,0.335,3.7,0.231,4.2,0.0
2026-03-11 22:35:00,0.335,3.7,0.231,4.2,0.0
2026-03-11 22:40:00,0.335,3.7,0.231,4.1,0.0
2026-03-11 22:45:00,0.335,3.7,0.231,4.1,0.0
2026-03-11 22:50:00,0.335,3.7,0.231,4.1,0.0
2026-03-11 22:55:00,0.335,3.7,0.231,4.1,0.0
2026-03-11 23:00:00,0.335,3.7,0.231,4.1,0.0
2026-03-11 23:05:00,0.335,3.7,0.231,4.1,0.0
2026-03-11 23:10:00,0.335,3.7,0.231,4.1,0.0
2026-03-11 23:15:00,0.335,3.7,0.231,4.0,0.0
2026-03-11 23:20:00,0.335,3.7,0.231,4.0,0.0
2026-03-11 23:25:00,0.335,3.7,0.231,4.0,0.0
2026-03-11 23:30:00,0.335,3.7,0.231,4.0,0.0
2026-03-11 23:35:00,0.335,3.6,0.231,4.0,0.0
2026-03-11 23:40:00,0.335,3.6,0.231,4.0,0.0
2026-03-11 23:45:00,0.335,3.6,0.231,4.0,0.0
2026-03-11 23:50:00,0.335,3.6,0.231,4.0,0.0
2026-03-11 23:55:00,0.335,3.6,0.231,4.0,0.0
2026-03-12 00:00:00,0.335,3.6,0.231,4.0,0.0
2026-03-12 00:05:00,0.335,3.6,0.231,4.0,0.0
2026-03-12 00:10:00,0.335,3.6,0.231,4.0,0.0
2026-03-12 00:15:00,0.335,3.6,0.231,4.0,0.0
2026-03-12 00:20:00,0.335,3.7,0.231,4.1,0.0
2026-03-12 00:25:00,0.335,3.7,0.231,4.1,0.0
2026-03-12 00:30:00,0.335,3.7,0.231,4.2,0.0
2026-03-12 00:35:00,0.335,3.8,0.231,4.2,0.0
2026-03-12 00:40:00,0.335,3.8,0.231,4.3,0.0
2026-03-12 00:45:00,0.335,3.9,0.231,4.3,0.0
2026-03-12 00:50:00,0.335,4.0,0.231,4.4,0.0
2026-03-12 00:55:00,0.334,4.0,0.23,4.5,0.0
2026-03-12 01:00:00,0.334,4.1,0.23,4.6,0.0
2026-03-12 01:05:00,0.334,4.2,0.23,4.7,0.0
2026-03-12 01:10:00,0.334,4.3,0.23,4.7,0.0
2026-03-12 01:15:00,0.334,4.5,0.23,4.9,0.0
2026-03-12 01:20:00,0.333,4.6,0.23,5.0,0.0
2026-03-12 01:25:00,0.333,4.7,0.23,5.1,0.0
2026-03-12 01:30:00,0.333,4.9,0.23,5.2,0.0
2026-03-12 01:35:00,0.333,5.0,0.23,5.3,0.0
2026-03-12 01:40:00,0.333,5.1,0.23,5.4,0.0
2026-03-12 01:45:00,0.332,5.3,0.23,5.5,0.0
2026-03-12 01:50:00,0.333,5.4,0.23,5.7,0.0
2026-03-12 01:55:00,0.332,5.6,0.23,5.8,0.0
2026-03-12 02:00:00,0.332,5.7,0.229,5.9,0.0
