time,tree_SM,tree_temperature,soil_moisture_10cm,soil_temperature_10cm,precipitation
2026-02-23 07:55:00,0.297,12.6,0.228,7.4,0.0
2026-02-23 08:00:00,0.298,12.1,0.228,7.3,0.0
2026-02-23 08:05:00,0.298,11.5,0.229,7.3,0.0
2026-02-23 08:10:00,0.299,11.1,0.229,7.2,0.0
2026-02-23 08:15:00,0.299,10.5,0.229,7.2,0.0
2026-02-23 08:20:00,0.3,10.1,0.229,7.2,0.0
2026-02-23 08:25:00,0.3,9.9,0.229,7.1,0.0
2026-02-23 08:30:00,0.301,9.6,0.229,7.1,0.0
2026-02-23 08:35:00,0.301,9.5,0.229,7.1,0.0
2026-02-23 08:40:00,0.301,9.3,0.229,7.1,0.0
2026-02-23 08:45:00,0.302,9.1,0.229,7.1,0.0
2026-02-23 08:50:00,0.302,8.8,0.229,7.0,0.0
2026-02-23 08:55:00,0.302,8.4,0.229,7.0,0.0
2026-02-23 09:00:00,0.303,8.1,0.229,7.0,0.0
2026-02-23 09:05:00,0.303,7.8,0.229,7.0,0.0
2026-02-23 09:10:00,0.303,7.4,0.229,7.0,0.0
2026-02-23 09:15:00,0.304,7.1,0.229,7.0,0.0
2026-02-23 09:20:00,0.304,6.8,0.229,7.0,0.0
2026-02-23 09:25:00,0.304,6.6,0.229,7.0,0.0
2026-02-23 09:30:00,0.304,6.3,0.229,7.0,0.0
2026-02-23 09:35:00,0.305,6.1,0.229,6.9,0.0
2026-02-23 09:40:00,0.305,5.9,0.229,6.9,0.0
2026-02-23 09:45:00,0.305,5.7,0.229,6.9,0.0
2026-02-23 09:50:00,0.305,5.5,0.229,6.9,0.0
2026-02-23 09:55:00,0.306,5.4,0.229,6.9,0.0
2026-02-23 10:00:00,0.306,5.3,0.229,6.9,0.0
2026-02-23 10:05:00,0.306,5.2,0.229,6.9,0.0
2026-02-23 10:10:00,0.306,5.0,0.229,6.9,0.0
2026-02-23 10:15:00,0.307,4.9,0.229,6.9,0.0
2026-02-23 10:20:00,0.307,4.8,0.229,6.9,0.0
2026-02-23 10:25:00,0.307,4.7,0.229,6.9,0.0
2026-02-23 10:30:00,0.307,4.5,0.229,6.8,0.0
2026-02-23 10:35:00,0.307,4.4,0.229,6.8,0.0
2026-02-23 10:40:00,0.307,4.4,0.229,6.8,0.0
2026-02-23 10:45:00,0.307,4.4,0.229,6.8,0.0
2026-02-23 10:50:00,0.308,4.2,0.229,6.8,0.0
2026-02-23 10:55:00,0.308,4.1,0.229,6.8,0.0
2026-02-23 11:00:00,0.308,4.1,0.229,6.8,0.0
2026-02-23 11:05:00,0.308,4.0,0.229,6.8,0.0
2026-02-23 11:10:00,0.308,4.0,0.229,6.7,0.0
2026-02-23 11:15:00,0.308,3.9,0.229,6.7,0.0
2026-02-23 11:20:00,0.308,3.8,0.229,6.7,0.0
