time,sm_root_10cm,sm_tree_above,temp_root_10cm,temp_tree_above
2025-10-18 08:00:00,0.382,0.368,20.8,19.2
2025-10-18 09:00:00,0.382,0.369,20.7,18
2025-10-18 10:00:00,0.383,0.37,20.7,17.3
2025-10-18 11:00:00,0.383,0.371,20.6,16.8
2025-10-18 12:00:00,0.383,0.371,20.5,16.7
2025-10-18 13:00:00,0.384,0.371,20.4,16.5
2025-10-18 14:00:00,0.384,0.372,20.3,16.4
2025-10-18 15:00:00,0.384,0.372,20.2,16.3
2025-10-18 16:00:00,0.384,0.372,20.1,16.1
2025-10-18 17:00:00,0.384,0.372,20.1,16
2025-10-18 18:00:00,0.385,0.372,20,15.8
2025-10-18 19:00:00,0.385,0.372,19.9,15.7
2025-10-18 20:00:00,0.385,0.372,19.9,15.8
2025-10-18 21:00:00,0.385,0.372,19.8,15.8
2025-10-18 22:00:00,0.385,0.373,19.8,15.8
2025-10-18 23:00:00,0.385,0.372,19.7,16.4
2025-10-19 00:00:00,0.385,0.371,19.7,17.2
2025-10-19 01:00:00,0.385,0.37,19.8,18.1
2025-10-19 02:00:00,0.385,0.368,19.9,19.3
2025-10-19 03:00:00,0.385,0.367,20,20.2
2025-10-19 04:00:00,0.385,0.367,20.2,20.4
2025-10-19 05:00:00,0.384,0.367,20.3,20.1
2025-10-19 06:00:00,0.384,0.367,20.3,19.7
2025-10-19 07:00:00,0.384,0.367,20.3,19.1
2025-10-19 08:00:00,0.384,0.368,20.3,18.4
2025-10-19 09:00:00,0.384,0.368,20.2,17.9
2025-10-19 10:00:00,0.384,0.369,20.1,17.4
2025-10-19 11:00:00,0.384,0.369,20,16.7
2025-10-19 12:00:00,0.384,0.369,19.9,16.1
2025-10-19 13:00:00,0.384,0.37,19.8,15.4
2025-10-19 14:00:00,0.384,0.37,19.7,14.7
2025-10-19 15:00:00,0.384,0.37,19.5,14.4
2025-10-19 16:00:00,0.384,0.37,19.4,14
2025-10-19 17:00:00,0.384,0.371,19.2,13.5
2025-10-19 18:00:00,0.384,0.371,19.1,13
2025-10-19 19:00:00,0.384,0.372,19,12.3
2025-10-19 20:00:00,0.384,0.372,18.8,11.5
2025-10-19 21:00:00,0.384,0.372,18.6,10.8
2025-10-19 22:00:00,0.384,0.372,18.5,10.3
2025-10-19 23:00:00,0.384,0.372,18.3,10.7
2025-10-20 00:00:00,0.384,0.371,18.2,12.4
2025-10-20 01:00:00,0.384,0.371,18.1,13.2
2025-10-20 02:00:00,0.384,0.369,18.1,15.2
2025-10-20 03:00:00,0.384,0.368,18.2,16.5
2025-10-20 04:00:00,0.384,0.367,18.3,18.6
