time,sm_root_10cm,sm_tree_above,temp_root_10cm,temp_tree_above
2025-10-18 06:00:00,0.348,0.348,19.7,19.7
2025-10-18 07:00:00,0.351,0.351,18.7,18.7
2025-10-18 08:00:00,0.352,0.352,18.2,18.2
2025-10-18 09:00:00,0.354,0.354,17.7,17.7
2025-10-18 10:00:00,0.355,0.355,17.2,17.2
2025-10-18 11:00:00,0.356,0.356,16.9,16.9
2025-10-18 12:00:00,0.356,0.356,16.7,16.7
2025-10-18 13:00:00,0.357,0.357,16.6,16.6
2025-10-18 14:00:00,0.357,0.357,16.5,16.5
2025-10-18 15:00:00,0.358,0.358,16.4,16.4
2025-10-18 16:00:00,0.358,0.358,16.2,16.2
2025-10-18 17:00:00,0.359,0.359,16.1,16.1
2025-10-18 18:00:00,0.359,0.359,15.9,15.9
2025-10-18 19:00:00,0.359,0.359,15.8,15.8
2025-10-18 20:00:00,0.36,0.36,16,16
2025-10-18 21:00:00,0.36,0.36,15.9,15.9
2025-10-18 22:00:00,0.36,0.36,16,16
2025-10-18 23:00:00,0.359,0.359,16.5,16.5
2025-10-19 00:00:00,0.358,0.358,17.4,17.4
2025-10-19 01:00:00,0.358,0.358,18.2,18.2
2025-10-19 02:00:00,0.357,0.357,19.4,19.4
2025-10-19 03:00:00,0.356,0.356,20.3,20.3
2025-10-19 04:00:00,0.356,0.356,20.5,20.5
2025-10-19 05:00:00,0.356,0.356,20.3,20.3
2025-10-19 06:00:00,0.356,0.356,19.9,19.9
2025-10-19 07:00:00,0.357,0.357,19.2,19.2
2025-10-19 08:00:00,0.358,0.358,18.5,18.5
2025-10-19 09:00:00,0.358,0.358,17.8,17.8
2025-10-19 10:00:00,0.359,0.359,17.4,17.4
2025-10-19 11:00:00,0.359,0.359,16.8,16.8
2025-10-19 12:00:00,0.359,0.359,16.2,16.2
2025-10-19 13:00:00,0.359,0.359,15.3,15.3
2025-10-19 14:00:00,0.36,0.36,14.9,14.9
2025-10-19 15:00:00,0.36,0.36,14.9,14.9
2025-10-19 16:00:00,0.36,0.36,14.5,14.5
2025-10-19 17:00:00,0.36,0.36,14,14
2025-10-19 18:00:00,0.36,0.36,13.4,13.4
