time,sm_root_10cm,sm_tree_above,temp_root_10cm,temp_tree_above
2025-10-18 01:00:00,0.357,0.355,21,21.1
2025-10-18 02:00:00,0.361,0.362,21,19.6
2025-10-18 03:00:00,0.362,0.366,21,19.1
2025-10-18 04:00:00,0.362,0.368,20.9,18.7
2025-10-18 05:00:00,0.362,0.369,20.9,18.8
2025-10-18 06:00:00,0.362,0.371,20.8,18.7
2025-10-18 07:00:00,0.363,0.372,20.8,18.4
2025-10-18 08:00:00,0.363,0.373,20.7,18
2025-10-18 09:00:00,0.363,0.373,20.6,17.6
2025-10-18 10:00:00,0.363,0.374,20.5,17.2
2025-10-18 11:00:00,0.363,0.374,20.4,17.1
2025-10-18 12:00:00,0.364,0.374,20.3,16.9
2025-10-18 13:00:00,0.364,0.374,20.2,16.8
2025-10-18 14:00:00,0.364,0.374,20.1,16.6
2025-10-18 15:00:00,0.364,0.374,20,16.5
2025-10-18 16:00:00,0.364,0.375,19.9,16.4
2025-10-18 17:00:00,0.364,0.375,19.8,16.1
2025-10-18 18:00:00,0.364,0.375,19.8,15.9
2025-10-18 19:00:00,0.364,0.375,19.7,15.9
2025-10-18 20:00:00,0.364,0.375,19.6,16
2025-10-18 21:00:00,0.364,0.375,19.5,16
2025-10-18 22:00:00,0.365,0.375,19.5,16.1
2025-10-18 23:00:00,0.365,0.375,19.4,16.5
2025-10-19 00:00:00,0.365,0.374,19.4,17.3
2025-10-19 01:00:00,0.365,0.374,19.4,18
2025-10-19 02:00:00,0.365,0.372,19.5,19.1
2025-10-19 03:00:00,0.364,0.372,19.6,19.8
2025-10-19 04:00:00,0.364,0.371,19.8,20
2025-10-19 05:00:00,0.364,0.371,19.9,19.9
2025-10-19 06:00:00,0.364,0.371,20,19.3
2025-10-19 07:00:00,0.364,0.372,20,18.7
2025-10-19 08:00:00,0.364,0.372,20,18.1
2025-10-19 09:00:00,0.364,0.372,19.9,17.6
2025-10-19 10:00:00,0.364,0.373,19.9,17.1
2025-10-19 11:00:00,0.364,0.373,19.8,16.5
2025-10-19 12:00:00,0.364,0.373,19.6,15.9
2025-10-19 13:00:00,0.364,0.373,19.5,15.5
2025-10-19 14:00:00,0.364,0.373,19.4,14.9
2025-10-19 15:00:00,0.364,0.374,19.2,14.7
2025-10-19 16:00:00,0.364,0.374,19.1,14.2
2025-10-19 17:00:00,0.364,0.374,18.9,13.8
2025-10-19 18:00:00,0.364,0.374,18.7,13.3
2025-10-19 19:00:00,0.364,0.375,18.6,12.6
2025-10-19 20:00:00,0.364,0.375,18.4,12
2025-10-19 21:00:00,0.365,0.375,18.3,11.3
2025-10-19 22:00:00,0.365,0.376,18.1,11
2025-10-19 23:00:00,0.365,0.375,17.9,12
2025-10-20 00:00:00,0.365,0.374,17.7,13.1
2025-10-20 01:00:00,0.365,0.374,17.7,14.4
2025-10-20 02:00:00,0.365,0.373,17.7,15.6
2025-10-20 03:00:00,0.365,0.373,17.8,15.7
2025-10-20 04:00:00,0.364,0.373,17.8,16
2025-10-20 05:00:00,0.364,0.373,17.8,16
2025-10-20 06:00:00,0.364,0.373,17.8,15.6
2025-10-20 07:00:00,0.364,0.373,17.7,15.3
2025-10-20 08:00:00,0.364,0.373,17.6,14.8
2025-10-20 09:00:00,0.364,0.373,17.6,14.1
2025-10-20 10:00:00,0.364,0.373,17.5,13.7
2025-10-20 11:00:00,0.364,0.374,17.4,13.6
2025-10-20 12:00:00,0.364,0.374,17.4,13.5
2025-10-20 13:00:00,0.364,0.374,17.3,13.1
2025-10-20 14:00:00,0.364,0.374,17.2,13
2025-10-20 15:00:00,0.364,0.374,17.2,12.8
