time,sm_root_10cm,sm_tree_above,temp_root_10cm,temp_tree_above
2025-10-17 05:00:00,0.367,0.321,22,23.8
2025-10-17 06:00:00,0.367,0.331,21.1,22.7
2025-10-17 07:00:00,0.368,0.334,21,21.9
2025-10-17 08:00:00,0.368,0.336,21,20.6
2025-10-17 09:00:00,0.368,0.337,21,20.1
2025-10-17 10:00:00,0.369,0.338,21,19.8
2025-10-17 11:00:00,0.369,0.338,21,19.7
2025-10-17 12:00:00,0.369,0.339,21,19.8
2025-10-17 13:00:00,0.369,0.339,20.9,19.9
2025-10-17 14:00:00,0.369,0.339,20.9,20.2
2025-10-17 15:00:00,0.37,0.339,20.9,20.5
2025-10-17 16:00:00,0.37,0.339,20.9,20.5
2025-10-17 17:00:00,0.37,0.339,20.8,20.6
2025-10-17 18:00:00,0.37,0.339,20.8,20.6
2025-10-17 19:00:00,0.37,0.339,20.8,20.8
2025-10-17 20:00:00,0.37,0.339,20.8,20.9
2025-10-17 21:00:00,0.37,0.339,20.9,20.7
2025-10-17 22:00:00,0.37,0.339,20.9,19.9
2025-10-17 23:00:00,0.37,0.34,20.9,19
2025-10-18 00:00:00,0.37,0.34,20.9,18.7
2025-10-18 01:00:00,0.37,0.34,20.8,18.8
2025-10-18 02:00:00,0.37,0.34,20.8,18.7
2025-10-18 03:00:00,0.37,0.339,20.8,18.8
2025-10-18 04:00:00,0.37,0.339,20.8,18.5
2025-10-18 05:00:00,0.37,0.339,20.7,18.7
2025-10-18 06:00:00,0.37,0.338,20.7,18.5
2025-10-18 07:00:00,0.37,0.338,20.7,18.3
2025-10-18 08:00:00,0.37,0.338,20.7,17.9
2025-10-18 09:00:00,0.37,0.338,20.6,17.5
2025-10-18 10:00:00,0.37,0.338,20.6,17.1
2025-10-18 11:00:00,0.37,0.338,20.5,16.9
2025-10-18 12:00:00,0.371,0.338,20.5,16.6
2025-10-18 13:00:00,0.371,0.338,20.4,16.6
2025-10-18 14:00:00,0.371,0.338,20.4,16.5
2025-10-18 15:00:00,0.371,0.338,20.3,16.4
2025-10-18 16:00:00,0.371,0.339,20.3,16.3
2025-10-18 17:00:00,0.371,0.339,20.2,16.1
2025-10-18 18:00:00,0.371,0.339,20.2,15.8
2025-10-18 19:00:00,0.371,0.339,20.1,15.7
2025-10-18 20:00:00,0.371,0.339,20.1,15.8
2025-10-18 21:00:00,0.371,0.339,20,15.8
2025-10-18 22:00:00,0.371,0.339,20,15.9
2025-10-18 23:00:00,0.371,0.338,19.9,16.4
2025-10-19 00:00:00,0.371,0.338,19.9,17.1
2025-10-19 01:00:00,0.371,0.337,19.9,17.8
2025-10-19 02:00:00,0.371,0.336,19.9,18.8
2025-10-19 03:00:00,0.371,0.335,19.9,19.6
2025-10-19 04:00:00,0.371,0.335,19.9,19.9
2025-10-19 05:00:00,0.371,0.335,20,19.8
2025-10-19 06:00:00,0.37,0.334,20,19.5
2025-10-19 07:00:00,0.37,0.334,20.1,18.8
2025-10-19 08:00:00,0.37,0.334,20.1,18.1
2025-10-19 09:00:00,0.37,0.335,20.1,17.6
2025-10-19 10:00:00,0.37,0.335,20.1,17.1
2025-10-19 11:00:00,0.37,0.335,20.1,16.6
2025-10-19 12:00:00,0.37,0.335,20,16.2
2025-10-19 13:00:00,0.37,0.335,20,15.7
2025-10-19 14:00:00,0.37,0.335,19.9,15.2
2025-10-19 15:00:00,0.37,0.335,19.8,14.8
2025-10-19 16:00:00,0.37,0.335,19.7,14.4
2025-10-19 17:00:00,0.37,0.335,19.7,14.1
2025-10-19 18:00:00,0.37,0.336,19.6,13.6
2025-10-19 19:00:00,0.37,0.336,19.5,12.7
2025-10-19 20:00:00,0.371,0.336,19.4,12.1
2025-10-19 21:00:00,0.371,0.336,19.3,11.2
