time,sm_soil_10cm,temp_soil_10cm
2026-02-26 00:40:00,0.36988372,3.7
2026-02-26 00:45:00,0.37003888,3.7
2026-02-26 00:50:00,0.36988372,3.7
2026-02-26 00:55:00,0.37007767,3.7
2026-02-26 01:00:00,0.3699613,3.7
2026-02-26 01:05:00,0.37000009,3.7
2026-02-26 01:10:00,0.36988372,3.7
2026-02-26 01:15:00,0.37000009,3.68
2026-02-26 01:20:00,0.3695734,3.6
2026-02-26 01:25:00,0.37007767,3.6
2026-02-26 01:30:00,0.36988372,3.6
2026-02-26 01:35:00,0.36968977,3.6
2026-02-26 01:40:00,0.37015525,3.6
2026-02-26 01:45:00,0.36992251,3.6
2026-02-26 01:50:00,0.36988372,3.6
2026-02-26 01:55:00,0.37000009,3.6
2026-02-26 02:00:00,0.36992251,3.6
2026-02-26 02:05:00,0.36984493,3.6
2026-02-26 02:10:00,0.37000009,3.6
2026-02-26 02:15:00,0.3699613,3.6
2026-02-26 02:20:00,0.36965098,3.6
2026-02-26 02:25:00,0.36968977,3.6
2026-02-26 02:30:00,0.3699613,3.6
2026-02-26 02:35:00,0.36972856,3.6
2026-02-26 02:40:00,0.36972856,3.6
2026-02-26 02:45:00,0.36992251,3.6
2026-02-26 02:50:00,0.36984493,3.62
2026-02-26 02:55:00,0.36961219,3.7
2026-02-26 03:00:00,0.36972856,3.7
2026-02-26 03:05:00,0.36972856,3.7
2026-02-26 03:10:00,0.36968977,3.78
2026-02-26 03:15:00,0.36961219,3.8
2026-02-26 03:20:00,0.3695734,3.86
2026-02-26 03:25:00,0.36930187,3.9
2026-02-26 03:30:00,0.36945703,3.96
2026-02-26 03:35:00,0.36953461,4.0
2026-02-26 03:40:00,0.36945703,4.08
2026-02-26 03:45:00,0.36922429,4.12
2026-02-26 03:50:00,0.36891397,4.2
2026-02-26 03:55:00,0.36910792,4.28
2026-02-26 04:00:00,0.36891397,4.32
2026-02-26 04:05:00,0.36891397,4.4
2026-02-26 04:10:00,0.36856486,4.5
2026-02-26 04:15:00,0.36872002,4.56
2026-02-26 04:20:00,0.36852607,4.62
2026-02-26 04:25:00,0.36868123,4.7
2026-02-26 04:30:00,0.36864244,4.78
2026-02-26 04:35:00,0.36852607,4.86
2026-02-26 04:40:00,0.36856486,4.94
2026-02-26 04:45:00,0.36825454,5.0
2026-02-26 04:50:00,0.36829333,5.1
2026-02-26 04:55:00,0.3680218,5.18
2026-02-26 05:00:00,0.3680218,5.24
2026-02-26 05:05:00,0.36806059,5.3
2026-02-26 05:10:00,0.36806059,5.4
2026-02-26 05:15:00,0.36794422,5.46
2026-02-26 05:20:00,0.3676339,5.52
2026-02-26 05:25:00,0.3676339,5.6
2026-02-26 05:30:00,0.36775027,5.7
2026-02-26 05:35:00,0.36740116,5.74
2026-02-26 05:40:00,0.36732358,5.82
2026-02-26 05:45:00,0.36732358,5.9
2026-02-26 05:50:00,0.367246,5.98
2026-02-26 05:55:00,0.36740116,6.04
2026-02-26 06:00:00,0.36709084,6.1
2026-02-26 06:05:00,0.36693568,6.2
2026-02-26 06:10:00,0.36701326,6.26
2026-02-26 06:15:00,0.36701326,6.3
2026-02-26 06:20:00,0.36716842,6.4
2026-02-26 06:25:00,0.36689689,6.46
2026-02-26 06:30:00,0.36662536,6.5
2026-02-26 06:35:00,0.36654778,6.6
2026-02-26 06:40:00,0.36658657,6.64
2026-02-26 06:45:00,0.36674173,6.7
2026-02-26 06:50:00,0.36670294,6.78
2026-02-26 06:55:00,0.36480223,6.8
2026-02-26 07:00:00,0.36348337,6.88
2026-02-26 07:05:00,0.36274636,6.92
2026-02-26 07:10:00,0.36305668,7.0
2026-02-26 07:15:00,0.36270757,7.02
2026-02-26 07:20:00,0.36278515,7.1
2026-02-26 07:25:00,0.36274636,7.14
2026-02-26 07:30:00,0.36243604,7.2
2026-02-26 07:35:00,0.36255241,7.2
2026-02-26 07:40:00,0.36224209,7.3
2026-02-26 07:45:00,0.36243604,7.3
2026-02-26 07:50:00,0.36224209,7.32
2026-02-26 07:55:00,0.36189298,7.4
2026-02-26 08:00:00,0.36231967,7.4
2026-02-26 08:05:00,0.36169903,7.4
2026-02-26 08:10:00,0.36204814,7.44
2026-02-26 08:15:00,0.36173782,7.5
2026-02-26 08:20:00,0.36169903,7.5
2026-02-26 08:25:00,0.36162145,7.5
2026-02-26 08:30:00,0.36173782,7.5
2026-02-26 08:35:00,0.36166024,7.52
2026-02-26 08:40:00,0.36154387,7.6
2026-02-26 08:45:00,0.36158266,7.6
2026-02-26 08:50:00,0.36131113,7.6
2026-02-26 08:55:00,0.36162145,7.6
2026-02-26 09:00:00,0.36134992,7.6
2026-02-26 09:05:00,0.3614275,7.6
2026-02-26 09:10:00,0.36107839,7.6
2026-02-26 09:15:00,0.36107839,7.6
2026-02-26 09:20:00,0.36131113,7.6
2026-02-26 09:25:00,0.36138871,7.6
2026-02-26 09:30:00,0.36158266,7.6
2026-02-26 09:35:00,0.36107839,7.6
2026-02-26 09:40:00,0.36123355,7.6
2026-02-26 09:45:00,0.36096202,7.6
2026-02-26 09:50:00,0.36119476,7.6
2026-02-26 09:55:00,0.3610396,7.6
2026-02-26 10:00:00,0.36111718,7.6
2026-02-26 10:05:00,0.36123355,7.6
2026-02-26 10:10:00,0.3610396,7.6
2026-02-26 10:15:00,0.36092323,7.6
2026-02-26 10:20:00,0.36069049,7.6
2026-02-26 10:25:00,0.3610396,7.6
2026-02-26 10:30:00,0.36080686,7.6
2026-02-26 10:35:00,0.36100081,7.6
2026-02-26 10:40:00,0.3610396,7.6
2026-02-26 10:45:00,0.36069049,7.6
2026-02-26 10:50:00,0.36080686,7.54
2026-02-26 10:55:00,0.36092323,7.5
2026-02-26 11:00:00,0.36096202,7.5
2026-02-26 11:05:00,0.36076807,7.5
2026-02-26 11:10:00,0.36100081,7.5
2026-02-26 11:15:00,0.36069049,7.5
2026-02-26 11:20:00,0.36096202,7.5
2026-02-26 11:25:00,0.36069049,7.5
2026-02-26 11:30:00,0.36100081,7.5
2026-02-26 11:35:00,0.36088444,7.5
2026-02-26 11:40:00,0.36072928,7.48
2026-02-26 11:45:00,0.36084565,7.4
2026-02-26 11:50:00,0.36100081,7.4
2026-02-26 11:55:00,0.36084565,7.4
2026-02-26 12:00:00,0.36088444,7.4
2026-02-26 12:05:00,0.36088444,7.4
2026-02-26 12:10:00,0.36076807,7.4
2026-02-26 12:15:00,0.36088444,7.4
2026-02-26 12:20:00,0.36069049,7.4
2026-02-26 12:25:00,0.36088444,7.4
2026-02-26 12:30:00,0.36076807,7.38
2026-02-26 12:35:00,0.36072928,7.3
2026-02-26 12:40:00,0.36069049,7.3
2026-02-26 12:45:00,0.36084565,7.3
2026-02-26 12:50:00,0.36069049,7.3
2026-02-26 12:55:00,0.36084565,7.3
2026-02-26 13:00:00,0.36049654,7.3
2026-02-26 13:05:00,0.36084565,7.3
2026-02-26 13:10:00,0.3606517,7.3
2026-02-26 13:15:00,0.36069049,7.3
2026-02-26 13:20:00,0.36076807,7.3
2026-02-26 13:25:00,0.36069049,7.2
2026-02-26 13:30:00,0.36049654,7.2
2026-02-26 13:35:00,0.36049654,7.2
2026-02-26 13:40:00,0.3606517,7.2
2026-02-26 13:45:00,0.36045775,7.2
2026-02-26 13:50:00,0.36061291,7.2
2026-02-26 13:55:00,0.36076807,7.2
2026-02-26 14:00:00,0.36080686,7.2
2026-02-26 14:05:00,0.3606517,7.2
2026-02-26 14:10:00,0.36045775,7.2
2026-02-26 14:15:00,0.36069049,7.2
2026-02-26 14:20:00,0.36072928,7.12
2026-02-26 14:25:00,0.36045775,7.1
2026-02-26 14:30:00,0.36038017,7.1
2026-02-26 14:35:00,0.36080686,7.1
2026-02-26 14:40:00,0.3606517,7.1
2026-02-26 14:45:00,0.36061291,7.1
2026-02-26 14:50:00,0.36061291,7.1
2026-02-26 14:55:00,0.36053533,7.1
2026-02-26 15:00:00,0.36053533,7.1
2026-02-26 15:05:00,0.36053533,7.1
2026-02-26 15:10:00,0.36034138,7.1
2026-02-26 15:15:00,0.36057412,7.1
2026-02-26 15:20:00,0.36038017,7.1
2026-02-26 15:25:00,0.36045775,7.02
2026-02-26 15:30:00,0.36057412,7.0
2026-02-26 15:35:00,0.36057412,7.0
2026-02-26 15:40:00,0.36030259,7.0
2026-02-26 15:45:00,0.36022501,7.0
2026-02-26 15:50:00,0.36038017,7.0
2026-02-26 15:55:00,0.36049654,7.0
2026-02-26 16:00:00,0.3606517,7.0
2026-02-26 16:05:00,0.36030259,7.0
2026-02-26 16:10:00,0.36041896,7.0
2026-02-26 16:15:00,0.36061291,7.0
2026-02-26 16:20:00,0.36041896,7.0
2026-02-26 16:25:00,0.36069049,7.0
2026-02-26 16:30:00,0.36038017,7.0
2026-02-26 16:35:00,0.36057412,7.0
2026-02-26 16:40:00,0.36038017,7.0
2026-02-26 16:45:00,0.3606517,6.96
2026-02-26 16:50:00,0.36057412,6.9
2026-02-26 16:55:00,0.36049654,6.9
2026-02-26 17:00:00,0.36061291,6.9
2026-02-26 17:05:00,0.36057412,6.9
2026-02-26 17:10:00,0.36045775,6.9
2026-02-26 17:15:00,0.36049654,6.9
2026-02-26 17:20:00,0.36061291,6.9
2026-02-26 17:25:00,0.36084565,6.9
2026-02-26 17:30:00,0.36049654,6.9
2026-02-26 17:35:00,0.36045775,6.9
2026-02-26 17:40:00,0.36088444,6.9
2026-02-26 17:45:00,0.36069049,6.9
2026-02-26 17:50:00,0.36076807,6.9
2026-02-26 17:55:00,0.36084565,6.9
2026-02-26 18:00:00,0.36088444,6.9
2026-02-26 18:05:00,0.36100081,6.9
2026-02-26 18:10:00,0.36100081,6.9
2026-02-26 18:15:00,0.3610396,6.9
2026-02-26 18:20:00,0.36127234,6.84
2026-02-26 18:25:00,0.36158266,6.8
2026-02-26 18:30:00,0.3614275,6.8
2026-02-26 18:35:00,0.36162145,6.8
2026-02-26 18:40:00,0.36123355,6.8
2026-02-26 18:45:00,0.36158266,6.8
2026-02-26 18:50:00,0.36173782,6.8
2026-02-26 18:55:00,0.36212572,6.8
2026-02-26 19:00:00,0.36231967,6.8
2026-02-26 19:05:00,0.36231967,6.8
2026-02-26 19:10:00,0.36270757,6.8
2026-02-26 19:15:00,0.36305668,6.8
2026-02-26 19:20:00,0.36309547,6.8
2026-02-26 19:25:00,0.36348337,6.8
2026-02-26 19:30:00,0.36433675,6.8
2026-02-26 19:35:00,0.36441433,6.8
2026-02-26 19:40:00,0.36519013,6.8
2026-02-26 19:45:00,0.36604351,6.8
2026-02-26 19:50:00,0.36650899,6.8
2026-02-26 19:55:00,0.36720721,6.8
2026-02-26 20:00:00,0.3684097,6.74
2026-02-26 20:05:00,0.36953461,6.7
2026-02-26 20:10:00,0.37023283,6.7
2026-02-26 20:15:00,0.37100863,6.7
2026-02-26 20:20:00,0.37221112,6.7
2026-02-26 20:25:00,0.37294813,6.7
2026-02-26 20:30:00,0.37426699,6.7
2026-02-26 20:35:00,0.37512037,6.7
2026-02-26 20:40:00,0.37574101,6.7
2026-02-26 20:45:00,0.37647802,6.7
2026-02-26 20:50:00,0.37764172,6.7
2026-02-26 20:55:00,0.37837873,6.7
2026-02-26 21:00:00,0.37919332,6.7
2026-02-26 21:05:00,0.37977517,6.7
2026-02-26 21:10:00,0.38031823,6.7
2026-02-26 21:15:00,0.3808225,6.7
2026-02-26 21:20:00,0.38101645,6.7
2026-02-26 21:25:00,0.38175346,6.7
2026-02-26 21:30:00,0.38183104,6.7
2026-02-26 21:35:00,0.38221894,6.7
2026-02-26 21:40:00,0.38252926,6.7
2026-02-26 21:45:00,0.38287837,6.7
2026-02-26 21:50:00,0.38307232,6.7
2026-02-26 21:55:00,0.38334385,6.7
2026-02-26 22:00:00,0.38291716,6.7
2026-02-26 22:05:00,0.38322748,6.7
2026-02-26 22:10:00,0.38330506,6.7
2026-02-26 22:15:00,0.38369296,6.68
2026-02-26 22:20:00,0.38373175,6.64
2026-02-26 22:25:00,0.38380933,6.62
2026-02-26 22:30:00,0.38404207,6.6
2026-02-26 22:35:00,0.38400328,6.6
2026-02-26 22:40:00,0.38400328,6.6
2026-02-26 22:45:00,0.38400328,6.6
2026-02-26 22:50:00,0.38408086,6.6
2026-02-26 22:55:00,0.38400328,6.6
2026-02-26 23:00:00,0.38419723,6.6
2026-02-26 23:05:00,0.38419723,6.6
2026-02-26 23:10:00,0.38404207,6.6
2026-02-26 23:15:00,0.38415844,6.6
2026-02-26 23:20:00,0.38415844,6.6
2026-02-26 23:25:00,0.38427481,6.6
2026-02-26 23:30:00,0.3843136,6.6
2026-02-26 23:35:00,0.38419723,6.6
2026-02-26 23:40:00,0.38419723,6.6
2026-02-26 23:45:00,0.38396449,6.6
2026-02-26 23:50:00,0.38427481,6.6
2026-02-26 23:55:00,0.38446876,6.6
2026-02-27 00:00:00,0.38423602,6.6
2026-02-27 00:05:00,0.38419723,6.6
2026-02-27 00:10:00,0.38404207,6.64
2026-02-27 00:15:00,0.38415844,6.68
2026-02-27 00:20:00,0.38411965,6.7
2026-02-27 00:25:00,0.3839257,6.7
2026-02-27 00:30:00,0.38415844,6.7
2026-02-27 00:35:00,0.38400328,6.7
2026-02-27 00:40:00,0.38396449,6.7
2026-02-27 00:45:00,0.38388691,6.7
2026-02-27 00:50:00,0.38396449,6.7
2026-02-27 00:55:00,0.38377054,6.7
2026-02-27 01:00:00,0.38384812,6.7
2026-02-27 01:05:00,0.38357659,6.7
2026-02-27 01:10:00,0.38380933,6.72
2026-02-27 01:15:00,0.38369296,6.8
2026-02-27 01:20:00,0.38373175,6.8
2026-02-27 01:25:00,0.38357659,6.8
2026-02-27 01:30:00,0.38349901,6.8
2026-02-27 01:35:00,0.38357659,6.82
2026-02-27 01:40:00,0.38334385,6.9
2026-02-27 01:45:00,0.38334385,6.9
2026-02-27 01:50:00,0.38307232,6.9
2026-02-27 01:55:00,0.38291716,6.98
2026-02-27 02:00:00,0.38322748,7.0
2026-02-27 02:05:00,0.38299474,7.0
2026-02-27 02:10:00,0.38283958,7.08
2026-02-27 02:15:00,0.38287837,7.1
2026-02-27 02:20:00,0.38287837,7.14
2026-02-27 02:25:00,0.382762,7.2
2026-02-27 02:30:00,0.38225773,7.2
2026-02-27 02:35:00,0.38249047,7.3
2026-02-27 02:40:00,0.38241289,7.3
2026-02-27 02:45:00,0.38241289,7.36
2026-02-27 02:50:00,0.38229652,7.4
2026-02-27 02:55:00,0.38225773,7.44
2026-02-27 03:00:00,0.38218015,7.5
2026-02-27 03:05:00,0.38167588,7.52
2026-02-27 03:10:00,0.38144314,7.6
2026-02-27 03:15:00,0.38152072,7.62
2026-02-27 03:20:00,0.38152072,7.7
2026-02-27 03:25:00,0.38144314,7.72
2026-02-27 03:30:00,0.38093887,7.8
2026-02-27 03:35:00,0.38109403,7.82
2026-02-27 03:40:00,0.3808225,7.9
2026-02-27 03:45:00,0.3808225,7.94
2026-02-27 03:50:00,0.38055097,8.0
2026-02-27 03:55:00,0.38051218,8.04
2026-02-27 04:00:00,0.38020186,8.1
2026-02-27 04:05:00,0.38031823,8.16
2026-02-27 04:10:00,0.38039581,8.2
2026-02-27 04:15:00,0.37993033,8.28
2026-02-27 04:20:00,0.37985275,8.3
2026-02-27 04:25:00,0.37954243,8.4
2026-02-27 04:30:00,0.37973638,8.42
2026-02-27 04:35:00,0.37950364,8.5
2026-02-27 04:40:00,0.37977517,8.52
2026-02-27 04:45:00,0.37907695,8.6
2026-02-27 04:50:00,0.37923211,8.6
2026-02-27 04:55:00,0.37903816,8.68
2026-02-27 05:00:00,0.37884421,8.7
2026-02-27 05:05:00,0.37899937,8.74
2026-02-27 05:10:00,0.37868905,8.8
2026-02-27 05:15:00,0.37861147,8.8
2026-02-27 05:20:00,0.37841752,8.9
2026-02-27 05:25:00,0.37830115,8.9
2026-02-27 05:30:00,0.37826236,8.92
2026-02-27 05:35:00,0.3781072,9.0
2026-02-27 05:40:00,0.37779688,9.0
2026-02-27 05:45:00,0.37783567,9.0
2026-02-27 05:50:00,0.37760293,9.1
2026-02-27 05:55:00,0.37740898,9.1
2026-02-27 06:00:00,0.37744777,9.1
2026-02-27 06:05:00,0.3773314,9.1
2026-02-27 06:10:00,0.37717624,9.18
2026-02-27 06:15:00,0.37717624,9.2
2026-02-27 06:20:00,0.37705987,9.2
2026-02-27 06:25:00,0.37721503,9.2
2026-02-27 06:30:00,0.37690471,9.2
2026-02-27 06:35:00,0.37682713,9.2
2026-02-27 06:40:00,0.37690471,9.3
2026-02-27 06:45:00,0.37705987,9.3
2026-02-27 06:50:00,0.3765556,9.3
2026-02-27 06:55:00,0.37651681,9.3
2026-02-27 07:00:00,0.37628407,9.3
2026-02-27 07:05:00,0.37628407,9.3
2026-02-27 07:10:00,0.37624528,9.32
2026-02-27 07:15:00,0.37609012,9.4
2026-02-27 07:20:00,0.37605133,9.4
2026-02-27 07:25:00,0.37597375,9.4
2026-02-27 07:30:00,0.37597375,9.4
2026-02-27 07:35:00,0.37589617,9.42
2026-02-27 07:40:00,0.37593496,9.5
2026-02-27 07:45:00,0.37585738,9.5
2026-02-27 07:50:00,0.37585738,9.5
2026-02-27 07:55:00,0.3753919,9.5
2026-02-27 08:00:00,0.37535311,9.58
2026-02-27 08:05:00,0.37554706,9.6
2026-02-27 08:10:00,0.37519795,9.6
2026-02-27 08:15:00,0.37531432,9.6
2026-02-27 08:20:00,0.37512037,9.6
2026-02-27 08:25:00,0.37519795,9.62
2026-02-27 08:30:00,0.37504279,9.7
2026-02-27 08:35:00,0.37488763,9.7
2026-02-27 08:40:00,0.37515916,9.7
2026-02-27 08:45:00,0.37457731,9.7
2026-02-27 08:50:00,0.37465489,9.7
2026-02-27 08:55:00,0.37457731,9.7
2026-02-27 09:00:00,0.37449973,9.7
2026-02-27 09:05:00,0.37457731,9.7
2026-02-27 09:10:00,0.37426699,9.78
2026-02-27 09:15:00,0.3746161,9.8
2026-02-27 09:20:00,0.37430578,9.8
2026-02-27 09:25:00,0.37418941,9.8
2026-02-27 09:30:00,0.3742282,9.8
2026-02-27 09:35:00,0.37426699,9.8
2026-02-27 09:40:00,0.37395667,9.74
2026-02-27 09:45:00,0.37415062,9.7
2026-02-27 09:50:00,0.37430578,9.7
2026-02-27 09:55:00,0.37403425,9.7
2026-02-27 10:00:00,0.37407304,9.7
2026-02-27 10:05:00,0.37418941,9.7
2026-02-27 10:10:00,0.37418941,9.7
2026-02-27 10:15:00,0.37418941,9.62
2026-02-27 10:20:00,0.37415062,9.6
2026-02-27 10:25:00,0.37426699,9.6
2026-02-27 10:30:00,0.37399546,9.6
2026-02-27 10:35:00,0.37411183,9.5
2026-02-27 10:40:00,0.37411183,9.5
2026-02-27 10:45:00,0.37376272,9.5
2026-02-27 10:50:00,0.37387909,9.4
2026-02-27 10:55:00,0.37356877,9.4
2026-02-27 11:00:00,0.37356877,9.38
2026-02-27 11:05:00,0.37360756,9.3
